## 1
## 홍 담당관은 “어떤 게 해결인지, 완화인지 명확하게 정의하기는 어렵다”면서도 “갈등의 골이 깊은 현장에서는 ‘협상 테이블에 대상자들이 골고루 나와서 앉기만 해도 절반은 성공’인 경우가 많다”고 말했다.
## <홍:PER> 담당관은 “어떤 게 해결인지, 완화인지 명확하게 정의하기는 어렵다”면서도 “갈등의 골이 깊은 현장에서는 ‘협상 테이블에 대상자들이 골고루 나와서 앉기만 해도 절반은 성공’인 경우가 많다”고 말했다.
홍	홍	NNP	B-PER
## 올 2월 대한체육회 체육대상 수상과 관련해선 “체육대상은 바로 전년도에 현역으로 뛴 선수들 중 가장 뛰어난 활약을 펼친 선수에게 주는 상”이라면서 “손연재는 2015년 광주하계유니버시아드에서 금메달 3개(개인종합, 후프, 볼), 은메달 2개(곤봉, 리본)을 획득하고, 제7회 아시아선수권대회에서 금메달 3개, 은메달 1개, 동메달 1개를 획득하는 등 대상 수상 후보로서 손색이 없는 활약을 펼쳤고 대한체육회의 선정에 따라 수상을 했다”고 밝혔다.
## 올 <2월:DAT> <대한체육회:ORG> <체육대상:POH> 수상과 관련해선 “<체육대상:POH>은 바로 전년도에 현역으로 뛴 선수들 중 가장 뛰어난 활약을 펼친 선수에게 주는 상”이라면서 “<손연재:PER>는 <2015년:DAT> <광주하계유니버시아드:POH>에서 금메달 <3개:NOH>(개인종합, 후프, 볼), 은메달 <2개:NOH>(곤봉, 리본)을 획득하고, <제7회:NOH> <아시아선수권대회:POH>에서 금메달 <3개:NOH>, 은메달 <1개:NOH>, 동메달 <1개:NOH>를 획득하는 등 대상 수상 후보로서 손색이 없는 활약을 펼쳤고 <대한체육회:ORG>의 선정에 따라 수상을 했다”고 밝혔다.
올	올	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
대한	대한	NNP	B-ORG
체육회	체육회	NNG	I-ORG
_	_	_	O
체육	체육	NNG	B-POH
대상	대상	NNG	I-POH
_	_	_	O
수상	수상	NNG	O
과	과	JKB	O
_	_	_	O
관련해선	관련하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
체육	체육	NNG	B-POH
대상	대상	NNG	I-POH
은	은	JX	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
전년도	전년도	NNG	O
에	에	JKB	O
_	_	_	O
현역	현역	NNG	O
으로	으로	JKB	O
_	_	_	O
뛴	뛰+ㄴ	VV+ETM	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
_	_	_	O
중	중	NNB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼친	펼치+ㄴ	VV+ETM	O
_	_	_	O
선수	선수	NNG	O
에게	에게	JKB	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
상	상	NNG	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
손연재	손연재	NNP	B-PER
는	는	JX	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
광주	광주	NNP	B-POH
하계	하계	NNG	I-POH
유니버시아드	유니버시아드	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
금메달	금메달	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
(	(	SS	O
개인	개인	NNG	O
종합	종합	NNG	O
,	,	SP	O
_	_	_	O
후프	후프	NNG	O
,	,	SP	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
)	)	SS	O
,	,	SP	O
_	_	_	O
은메달	은메달	NNG	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
(	(	SS	O
곤봉	곤봉	NNG	O
,	,	SP	O
_	_	_	O
리본	리본	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
획득하	획득하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
제	제	XPN	B-NOH
7	7	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
아시아	아시아	NNP	B-POH
선수권	선수권	NNG	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
금메달	금메달	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
은메달	은메달	NNG	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
동메달	동메달	NNG	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
를	를	JKO	O
_	_	_	O
획득하	획득하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
대상	대상	NNG	O
_	_	_	O
수상	수상	NNG	O
_	_	_	O
후보	후보	NNG	O
로서	로서	JKB	O
_	_	_	O
손색	손색	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
고	고	EC	O
_	_	_	O
대한체육회	대한체육회	NNP	B-ORG
의	의	JKG	O
_	_	_	O
선정	선정	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
수상	수상	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 끝으로 손연재 측은 “전대미문의 사건 여파로 체육계에도 각종 의혹이 양산되는 상황”이라면서 “타당한 문제 제기는 물론 필요하겠습니다만 근거 없는 억측이나 아니면 말고 식의 추측성 기사로 비인기종목에 투신해 국위를 선양해 온 운동선수 명예에 흠집을 내는 일이 발생하지 않도록 간곡히 부탁드린다”고 당부했다.
## 끝으로 <손연재:PER> 측은 “전대미문의 사건 여파로 체육계에도 각종 의혹이 양산되는 상황”이라면서 “타당한 문제 제기는 물론 필요하겠습니다만 근거 없는 억측이나 아니면 말고 식의 추측성 기사로 비인기종목에 투신해 국위를 선양해 온 운동선수 명예에 흠집을 내는 일이 발생하지 않도록 간곡히 부탁드린다”고 당부했다.
끝	끝	NNG	O
으로	으로	JKB	O
_	_	_	O
손연재	손연재	NNP	B-PER
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
전대미문	전대미문	NNG	O
의	의	JKG	O
_	_	_	O
사건	사건	NNG	O
_	_	_	O
여파	여파	NNG	O
로	로	JKB	O
_	_	_	O
체육계	체육계	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
의혹	의혹	NNG	O
이	이	JKS	O
_	_	_	O
양산되	양산되	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
”	”	SS	O
이	이	VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
타당한	타당하+ㄴ	VA+ETM	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
제기	제기	NNG	O
는	는	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
필요하	필요하	VA	O
겠	겠	EP	O
습니다	습니다	EC	O
만	만	JX	O
_	_	_	O
근거	근거	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
억측	억측	NNG	O
이나	이나	JC	O
_	_	_	O
아니	아니	VCN	O
면	면	EC	O
_	_	_	O
말	말	VV	O
고	고	EC	O
_	_	_	O
식	식	NNB	O
의	의	JKG	O
_	_	_	O
추측	추측	NNG	O
성	성	XSN	O
_	_	_	O
기사	기사	NNG	O
로	로	JKB	O
_	_	_	O
비	비	XPN	O
인기	인기	NNG	O
종목	종목	NNG	O
에	에	JKB	O
_	_	_	O
투신해	투신하+여	VV+EC	O
_	_	_	O
국위	국위	NNG	O
를	를	JKO	O
_	_	_	O
선양해	선양하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
운동선수	운동선수	NNG	O
_	_	_	O
명예	명예	NNG	O
에	에	JKB	O
_	_	_	O
흠집	흠집	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
발생하	발생하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
도록	도록	EC	O
_	_	_	O
간곡히	간곡히	MAG	O
_	_	_	O
부탁	부탁	NNG	O
드린다	드리+ㄴ다	XSV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
당부	당부하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 앞서 지난 19일 손연재가 늘품체조 시연회에 참석했다는 보도가 나온 뒤 손연재는 누리꾼들의 악플에 시달리고 있다.
## 앞서 지난 <19일:DAT> <손연재:PER>가 <늘품체조:POH> 시연회에 참석했다는 보도가 나온 뒤 <손연재:PER>는 누리꾼들의 악플에 시달리고 있다.
앞서	앞서+어	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
손연재	손연재	NNP	B-PER
가	가	JKS	O
_	_	_	O
늘품	늘품	NNG	B-POH
체조	체조	NNG	I-POH
_	_	_	O
시연회	시연회	NNG	O
에	에	JKB	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
보도	보도	NNG	O
가	가	JKS	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
손연재	손연재	NNP	B-PER
는	는	JX	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
악	악	NNG	O
플	플	NNG	O
에	에	JKB	O
_	_	_	O
시달리	시달리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

