## 1
## 신용회복위원회가 담보대출을 내준 모든 금융회사에 요청해서 50% 이상(금액 기준)이 동의하면 전 금융권이 일괄적으로 경매를 미뤄준다.
## <신용회복위원회:ORG>가 담보대출을 내준 모든 금융회사에 요청해서 <50%:PNT> 이상(금액 기준)이 동의하면 전 금융권이 일괄적으로 경매를 미뤄준다.
신용	신용	NNG	B-ORG
_	_	_	O
전제	전제	NNG	O
,	,	SP	O
_	_	_	O
『	『	SS	O
테크너	테크너	NNG	B-ORG
크래트	크래트	NNG	I-ORG
_	_	_	O
출신	출신	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
페리	페리	NNP	B-PER
가	가	JKS	O
_	_	_	O
대외	대외	NNG	O
정책	정책	NNG	O
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
아이디어	아이디어	NNG	O
를	를	JKO	O
_	_	_	O
도입하	도입하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는가	는가	EF	O
』	』	SS	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
답변	답변	NNG	O
_	_	_	O
형식	형식	NNG	O
으로	으로	JKB	O
_	_	_	O
페리	페리	NNP	B-PER
의	의	JKG	O
_	_	_	O
속마음	속마음	NNG	O
을	을	JKO	O
_	_	_	O
읽	읽	VV	O
어	어	EC	O
_	_	_	O
내려갔	내려가+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 모바일시스템공학 전공의 교육과정은 크게 3가지 트랙(소프트웨어, 하드웨어, 통신·네트워크)이다.
## 모바일시스템공학 전공의 교육과정은 크게 <3가지:NOH> 트랙(소프트웨어, 하드웨어, 통신·네트워크)이다.
모바일	모바일	NNG	O
시스템	시스템	NNG	O
공학	공학	NNG	O
_	_	_	O
전공의	전공의	NNG	O
_	_	_	O
교육	교육	NNG	O
과정	과정	NNG	O
은	은	JX	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
3	3	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
트랙	트랙	NNG	O
(	(	SS	O
소프트웨어	소프트웨어	NNG	O
,	,	SP	O
_	_	_	O
하드웨어	하드웨어	NNG	O
,	,	SP	O
_	_	_	O
통신	통신	NNG	O
·	·	SP	O
네트워크	네트워크	NNG	O
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

