## 1
## SH공사는 이런 내용이 포함된 혁신방안을 11일 발표했다.
## <SH공사:ORG>는 이런 내용이 포함된 혁신방안을 <11일:DAT> 발표했다.
SH	SH	SL	B-ORG
## <20억원:MNY>이 불행의 씨앗이었다.
20	20	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
불행	불행	NNG	O
의	의	JKG	O
_	_	_	O
씨앗	씨앗	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

