## 1
## 부상 중인 데이비드 베컴 외에는 베스트 라인업을 대부분 가동한 레알 마드리드는 수중전으로 그라운드 컨디션이 나빠 초반부터 고전하다 선제골을 내줬다.
## 부상 중인 <데이비드 베컴:PER> 외에는 베스트 라인업을 대부분 가동한 <레알 마드리드:ORG>는 수중전으로 그라운드 컨디션이 나빠 초반부터 고전하다 선제골을 내줬다.
부상	부상	NNG	O
## <북한:ORG>이 <남한:ORG>에게 패배한 체육경기를 이례적으로 중계해 눈길을 끌고 있다.
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
남한	남한	NNP	B-ORG
에게	에게	JKB	O
_	_	_	O
패배한	패배하+ㄴ	VV+ETM	O
_	_	_	O
체육	체육	NNG	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
이례적	이례적	NNG	O
으로	으로	JKB	O
_	_	_	O
중계해	중계하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 96
## 이날 경기 해설을 맡은 리동규 체육과학연구소 부소장은 "남조선팀이 아시아 강팀으로 알려진 중국팀을 2대 0으로 이겼다"면서 "(남북) 두팀의 지난 시기 경기를 봐서 우리가 여러 경기에서 이기고 있었는데 최근들어 남조선 여자축구가 일정한 수준에 올랐다"고 평가했다.
## 이날 경기 해설을 맡은 <리동규:PER> <체육과학연구소:ORG> 부소장은 "<남조선:LOC>팀이 <아시아:LOC> 강팀으로 알려진 <중국:LOC>팀을 <2대 0:NOH>으로 이겼다"면서 "(<남북:ORG>) <두팀:NOH>의 지난 시기 경기를 봐서 <우리:ORG>가 여러 경기에서 이기고 있었는데 최근들어 <남조선:LOC> 여자축구가 일정한 수준에 올랐다"고 평가했다.
이날	이날	NNG	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
해설	해설	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
은	은	ETM	O
_	_	_	O
리동규	리동규	NNP	B-PER
_	_	_	O
체육	체육	NNG	B-ORG
과학	과학	NNG	I-ORG
연구소	연구소	NNG	I-ORG
_	_	_	O
부	부	XPN	O
소장	소장	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
남조선	남조선	NNP	B-LOC
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
강팀	강팀	NNG	O
으로	으로	JKB	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
2	2	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	I-NOH
0	0	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
이	이기	VV	O
겼	었	EP	O
다	다	EF	O
"	"	SS	O
면서	면서	EC	O
_	_	_	O
"	"	SS	O
(	(	SS	O
남북	남북	NNP	B-ORG
)	)	SS	O
_	_	_	O
두	두	MM	B-NOH
팀	팀	NNG	I-NOH
의	의	JKG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
시기	시기	NNG	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
봐서	보+아서	VV+EC	O
_	_	_	O
우리	우리	NP	B-ORG
가	가	JKS	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
이기	이기	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
는데	는데	EC	O
_	_	_	O
최근	최근	NNG	O
들	들	VV	O
어	어	EC	O
_	_	_	O
남	남	NNG	B-LOC
조선	조선	NNP	I-LOC
_	_	_	O
여자	여자	NNG	O
축구	축구	NNG	O
가	가	JKS	O
_	_	_	O
일정한	일정하+ㄴ	VA+ETM	O
_	_	_	O
수준	수준	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
평가	평가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 97
## 한국으로서도 7일 막을 내리는 2005동아시아연맹선수권대회에서 최하위로 내몰린다면 다음 대회부터는 예선부터 나서야하는 부끄러운 상황을 맞을 수도 있게 된 셈이다.
## <한국:ORG>으로서도 <7일:DAT> 막을 내리는 <2005:DAT><동아시아연맹선수권대회:POH>에서 최하위로 내몰린다면 다음 대회부터는 예선부터 나서야하는 부끄러운 상황을 맞을 수도 있게 된 셈이다.
한국	한국	NNP	B-ORG
으로서	으로서	JKB	O
도	도	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내리	내리	VV	O
는	는	ETM	O
_	_	_	O
2005	2005	SN	B-DAT
동아시아	동아시아	NNP	B-POH
연맹	연맹	NNG	I-POH
선수권대회	선수권대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
최	최	XPN	O
하위	하위	NNG	O
로	로	JKB	O
_	_	_	O
내몰린다면	내몰리+ㄴ다면	VV+EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
대회	대회	NNG	O
부터	부터	JX	O
는	는	JX	O
_	_	_	O
예선	예선	NNG	O
부터	부터	JX	O
_	_	_	O
나서야	나서+어야	VV+EC	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
부끄러	부끄럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
상황	상황	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 98
## 북한축구, 화합의 남북재대결 다짐
## <북한:LOC>축구, 화합의 <남북:ORG>재대결 다짐
북한	북한	NNP	B-LOC
축구	축구	NNG	O
,	,	SP	O
_	_	_	O
화합	화합	NNG	O
의	의	JKG	O
_	_	_	O
남북	남북	NNP	B-ORG
재	재	XPN	O
대결	대결	NNG	O
_	_	_	O
다짐	다짐	NNG	O

## 99
## 하지만 이날 중국에 0-2로 패해 우승 꿈이 좌절된 데 대해서는 다소 아쉬운 표정. 전날까지 1승1무를 기록하던 북한이 만약 이날 중국을 눌렀다면 자력으로 우승을 확정지을 수 있는 상황이었다.
## 하지만 이날 <중국:ORG>에 <0-2:NOH>로 패해 우승 꿈이 좌절된 데 대해서는 다소 아쉬운 표정. 전날까지 <1승:NOH><1무:NOH>를 기록하던 <북한:ORG>이 만약 이날 <중국:ORG>을 눌렀다면 자력으로 우승을 확정지을 수 있는 상황이었다.
하지만	하지만	MAJ	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
중국	중국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
0	0	SN	B-NOH
-	-	SO	I-NOH
2	2	SN	I-NOH
로	로	JKB	O
_	_	_	O
패해	패하+여	VV+EC	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
꿈	꿈	NNG	O
이	이	JKS	O
_	_	_	O
좌절된	좌절되+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
다소	다소	MAG	O
_	_	_	O
아쉬	아쉽	VA	O
운	ㄴ	ETM	O
_	_	_	O
표정	표정	NNG	O
.	.	SF	O
_	_	_	O
전날	전날	NNG	O
까지	까지	JX	O
_	_	_	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
무	무	NNG	I-NOH
를	를	JKO	O
_	_	_	O
기록하	기록하	VV	O
던	던	ETM	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
만약	만약	NNG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
중국	중국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
눌	누르	VV	O
렀	었	EP	O
다면	다면	EC	O
_	_	_	O
자력	자력	NNG	O
으로	으로	JKB	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
확정	확정	NNG	O
지	짓	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 100
## 심판판정에 대한 아쉬움도 있었고 주전 포인트가드 표명일의 지나친 의욕에 대한 불만도 있었다 .
## 심판판정에 대한 아쉬움도 있었고 주전 포인트가드 <표명일:PER>의 지나친 의욕에 대한 불만도 있었다 .
심판	심판	NNG	O
판정	판정	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
아쉬움	아쉬움	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
고	고	EC	O
_	_	_	O
주전	주전	NNG	O
_	_	_	O
포인트	포인트	NNG	O
가드	가드	NNG	O
_	_	_	O
표명	표명	NNG	B-PER
일	일	NNG	I-PER
의	의	JKG	O
_	_	_	O
지나친	지나치+ㄴ	VA+ETM	O
_	_	_	O
의욕	의욕	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
불만	불만	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 101
## 동부의 주전 5명 전원이 두자릿수 득점을 올리며 고른 득점력을 자랑했다 .
## <동부:ORG>의 주전 <5명:NOH> 전원이 <두자릿수:NOH> 득점을 올리며 고른 득점력을 자랑했다 .
동부	동부	NNG	B-ORG
의	의	JKG	O
_	_	_	O
주전	주전	NNG	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
전원	전원	NNG	O
이	이	JKS	O
_	_	_	O
두	두	MM	B-NOH
자릿수	자릿수	NNG	I-NOH
_	_	_	O
득점	득점	NNG	O
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
며	며	EC	O
_	_	_	O
고른	고르+ㄴ	VA+ETM	O
_	_	_	O
득점력	득점력	NNG	O
을	을	JKO	O
_	_	_	O
자랑	자랑하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 102
## 레더를 막기위한 특단의 조치를 준비했을까 ?
## <레더:PER>를 막기위한 특단의 조치를 준비했을까 ?
레더	레더	NNP	B-PER
를	를	JKO	O
_	_	_	O
막	막	VV	O
기	기	ETN	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
특단	특단	NNG	O
의	의	JKG	O
_	_	_	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
준비	준비하	VV	O
했	었	EP	O
을까	을까	EC	O
_	_	_	O
?	?	SF	O

## 103
## 삼성으로서는 레더를 활용할 수밖에 없다 .
## <삼성:ORG>으로서는 <레더:PER>를 활용할 수밖에 없다 .
삼성	삼성	NNP	B-ORG
으로서	으로서	JKB	O
는	는	JX	O
_	_	_	O
레더	레더	NNP	B-PER
를	를	JKO	O
_	_	_	O
활용할	활용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 104
## 레더는 4차전에서도 크게 활약했다 .
## <레더:PER>는 <4차:NOH>전에서도 크게 활약했다 .
레더	레더	NNP	B-PER
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
활약	활약하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 105
## 레더는 이날 오코사와 김주성을 파울트러블로 몰아넣지 못했다 .
## <레더:PER>는 이날 <오코사:PER>와 <김주성:PER>을 파울트러블로 몰아넣지 못했다 .
레더	레더	NNP	B-PER
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오코사	오코사	NNG	B-PER
와	와	JC	O
_	_	_	O
김주성	김주성	NNP	B-PER
을	을	JKO	O
_	_	_	O
파울	파울	NNG	O
트러블	트러블	NNG	O
로	로	JKB	O
_	_	_	O
몰아넣	몰아넣	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 106
## 신지애는 "슬라이스 바람이 강하게 불어 OB가 났다"며 "조금 아쉬움은 남지만 크게 실망하지 않는다"고 말했다 .
## <신지애:PER>는 "슬라이스 바람이 강하게 불어 OB가 났다"며 "조금 아쉬움은 남지만 크게 실망하지 않는다"고 말했다 .
신지애	신지애	NNP	B-PER
는	는	JX	O
_	_	_	O
"	"	SS	O
슬라이스	슬라이스	NNG	O
_	_	_	O
바람	바람	NNG	O
이	이	JKS	O
_	_	_	O
강하	강하	VA	O
게	게	EC	O
_	_	_	O
불	불	VV	O
어	어	EC	O
_	_	_	O
OB	OB	SL	O
가	가	JKS	O
_	_	_	O
났	나+았	VV+EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
조금	조금	MAG	O
_	_	_	O
아쉬움	아쉬움	NNG	O
은	은	JX	O
_	_	_	O
남	남	VV	O
지만	지만	EC	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
실망하	실망하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 107
## 이번 행사는 오는 28일 클로즈 베타테스트, 5월 27일 오픈베타테스트를 앞두고, 게임에 대한 정식 소개와 향후 일정 및 계획을 공개하는 시간으로 채워졌다 .
## 이번 행사는 오는 <28일:DAT> 클로즈 베타테스트, <5월:DAT> <27일:DAT> 오픈베타테스트를 앞두고, 게임에 대한 정식 소개와 향후 일정 및 계획을 공개하는 시간으로 채워졌다 .
이번	이번	NNG	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
클로즈	클로즈	NNG	O
_	_	_	O
베타	베타	NNG	O
테스트	테스트	NNG	O
,	,	SP	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오픈	오픈	NNG	O
베타	베타	NNG	O
테스트	테스트	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
게임	게임	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
정식	정식	NNG	O
_	_	_	O
소개	소개	NNG	O
와	와	JC	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
일정	일정	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
공개하	공개하	VV	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
으로	으로	JKB	O
_	_	_	O
채	채우	VV	O
워	어+지	EC+VX	O
졌	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 108
## 또 NBA의 실제 선수들만 게임에서 만나볼 수 있는데, KBL 선수들도 게임에 넣을 계획이 있냐는 질문에는 “계획은 없지만 유저가 상상하는 모든 것은 할 계획이다”는 말로 유저들의 다양한 의견과 제안을 충분히 수용해나가겠다는 의지를 내비쳤다 .
## 또 <NBA:ORG>의 실제 선수들만 게임에서 만나볼 수 있는데, <KBL:ORG> 선수들도 게임에 넣을 계획이 있냐는 질문에는 “계획은 없지만 유저가 상상하는 모든 것은 할 계획이다”는 말로 유저들의 다양한 의견과 제안을 충분히 수용해나가겠다는 의지를 내비쳤다 .
또	또	MAG	O
_	_	_	O
NBA	NBA	SL	B-ORG
의	의	JKG	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
만	만	JX	O
_	_	_	O
게임	게임	NNG	O
에서	에서	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
볼	보+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
KBL	KBL	SL	B-ORG
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
게임	게임	NNG	O
에	에	JKB	O
_	_	_	O
넣	넣	VV	O
을	을	ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
냐는	냐는	ETM	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
계획	계획	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
지만	지만	EC	O
_	_	_	O
유저	유저	NNG	O
가	가	JKS	O
_	_	_	O
상상하	상상하	VV	O
는	는	ETM	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
로	로	JKB	O
_	_	_	O
유저	유저	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
의견	의견	NNG	O
과	과	JC	O
_	_	_	O
제안	제안	NNG	O
을	을	JKO	O
_	_	_	O
충분히	충분히	MAG	O
_	_	_	O
수	수	NNG	O
용해	용해	NNG	O
나가	나가	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
의지	의지	NNG	O
를	를	JKO	O
_	_	_	O
내비	내비치	VV	O
쳤	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 109
## 올시즌 삼성의 고질적인 문제인 실책이 막바지로 치닫고있는 챔피언결정전 최대 변수 중 하나로 떠올랐다 .
## 올시즌 <삼성:ORG>의 고질적인 문제인 실책이 막바지로 치닫고있는 챔피언결정전 최대 변수 중 하나로 떠올랐다 .
올	올	NNG	O
시즌	시즌	NNG	O
_	_	_	O
삼성	삼성	NNP	B-ORG
의	의	JKG	O
_	_	_	O
고질적	고질적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
문제	문제	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
실책	실책	NNG	O
이	이	JKS	O
_	_	_	O
막바지	막바지	NNG	O
로	로	JKB	O
_	_	_	O
치닫	치닫	VV	O
고	고	EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
챔피언	챔피언	NNG	O
결정	결정	NNG	O
전	전	XSN	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
변수	변수	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	O
로	로	JKB	O
_	_	_	O
떠올	떠오르	VV	O
랐	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 110
## 안 감독의 말마따나 이길 수 없는 경기였다 .
## <안:PER> 감독의 말마따나 이길 수 없는 경기였다 .
안	안	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
마따나	마따나	JKB	O
_	_	_	O
이길	이기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
경기	경기+이	NNG+VCP	O
였	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 111
## 장원삼의 기록은 1년 7개월 만에 나온 기록 .
## <장원삼:PER>의 기록은 <1년 7개월:NOH> 만에 나온 기록 .
장원삼	장원삼	NNP	B-PER
의	의	JKG	O
_	_	_	O
기록	기록	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
7	7	SN	I-NOH
개월	개월	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
기록	기록	NNG	O
_	_	_	O
.	.	SF	O

## 112
## 이어 2회초에 연속 밀어내기와 정성훈, 브룸바의 잇따른 2타점 적시타로 대거 6점을 올려 일찌감치 승부를 갈랐다 .
## 이어 <2회:NOH>초에 연속 밀어내기와 <정성훈:PER>, <브룸바:PER>의 잇따른 <2타점:NOH> 적시타로 대거 <6점:NOH>을 올려 일찌감치 승부를 갈랐다 .
이어	이어	MAG	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
초	초	NNB	O
에	에	JKB	O
_	_	_	O
연속	연속	NNG	O
_	_	_	O
밀어내기	밀어내기	NNG	O
와	와	JC	O
_	_	_	O
정성훈	정성훈	NNP	B-PER
,	,	SP	O
_	_	_	O
브룸바	브룸바	NNP	B-PER
의	의	JKG	O
_	_	_	O
잇따른	잇따르+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-NOH
타점	타점	NNG	I-NOH
_	_	_	O
적시타	적시타	NNG	O
로	로	JKB	O
_	_	_	O
대거	대거	MAG	O
_	_	_	O
6	6	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
올려	올리+어	VV+EC	O
_	_	_	O
일찌감치	일찌감치	MAG	O
_	_	_	O
승부	승부	NNG	O
를	를	JKO	O
_	_	_	O
갈	가르	VV	O
랐	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 113
## 선발 전병두가 제구력 불안으로 들쭉날쭉한 성적을 내는 것을 두고) ●안타가 구슬이면 주루는 꿰는 것이야 ．
## 선발 <전병두:PER>가 제구력 불안으로 들쭉날쭉한 성적을 내는 것을 두고) ●안타가 구슬이면 주루는 꿰는 것이야 ．
선발	선발	NNG	O
_	_	_	O
전병두	전병두	NNP	B-PER
가	가	JKS	O
_	_	_	O
제구	제구	NNG	O
력	력	XSN	O
_	_	_	O
불안	불안	NNG	O
으로	으로	JKB	O
_	_	_	O
들쭉날쭉한	들쭉날쭉하+ㄴ	VA+ETM	O
_	_	_	O
성적	성적	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
두	두	VV	O
고	고	EF	O
)	)	SS	O
_	_	_	O
●	●	SW	O
안타	안타	NNG	O
가	가	JKS	O
_	_	_	O
구슬	구슬	NNG	O
이	이	VCP	O
면	면	EC	O
_	_	_	O
주루	주루	NNG	O
는	는	JX	O
_	_	_	O
꿰	꿰	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
야	야	EC	O
_	_	_	O
．	．	SF	O

## 114
## LG 김재박 감독의 'SK 내야수 더티플레이'발언에 자신의 이름이 언급됐지만 신경쓰지 않고 깨끗한 플레이를 보여주겠다며) ●우리 선수들 이름 외우기도 바빠요 ．
## <LG:ORG> <김재박:PER> 감독의 '<SK:ORG> 내야수 더티플레이'발언에 자신의 이름이 언급됐지만 신경쓰지 않고 깨끗한 플레이를 보여주겠다며) ●<우리:ORG> 선수들 이름 외우기도 바빠요 ．
LG	LG	SL	B-ORG
_	_	_	O
김재박	김재박	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
'	'	SS	O
SK	SK	SL	B-ORG
_	_	_	O
내야수	내야수	NNG	O
_	_	_	O
더티	더티	NNG	O
플레이	플레이	NNG	O
'	'	SS	O
발언	발언	NNG	O
에	에	JKB	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
이름	이름	NNG	O
이	이	JKS	O
_	_	_	O
언급	언급되	VV	O
됐	었	EP	O
지만	지만	EC	O
_	_	_	O
신경	신경	NNG	O
쓰	쓰	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
깨끗한	깨끗하+ㄴ	VA+ETM	O
_	_	_	O
플레이	플레이	NNG	O
를	를	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
겠	겠	EP	O
다며	다며	EF	O
)	)	SS	O
_	_	_	O
●	●	SW	O
우리	우리	NP	B-ORG
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
_	_	_	O
이름	이름	NNG	O
_	_	_	O
외우	외우	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
바	바쁘	VA	O
빠요	아요	EC	O
_	_	_	O
．	．	SF	O

## 115
## (대구구장 삼성 선동열 감독 ．
## (<대구구장:LOC> <삼성:ORG> <선동열:PER> 감독 ．
(	(	SS	O
대구구장	대구구장	NNP	B-LOC
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
선동열	선동열	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
．	．	SF	O

## 116
## '김주성 펄펄' 동부, 통합 우승 눈앞
## '<김주성:PER> 펄펄' <동부:ORG>, 통합 우승 눈앞
'	'	SS	O
김주성	김주성	NNP	B-PER
_	_	_	O
펄펄	펄펄	MAG	O
'	'	SS	O
_	_	_	O
동부	동부	NNP	B-ORG
,	,	SP	O
_	_	_	O
통합	통합	NNG	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
눈앞	눈앞	NNG	O

## 117
## 1~2차전 풀타임을 뛰며 가뜩이나 약한 체력이 우려되던 시점인 3차전에 파울아웃을 당하며 30분 뛰는데 그쳤던 것이 '전화위복'이 됐다 ．
## <1:NOH>~<2차:NOH>전 풀타임을 뛰며 가뜩이나 약한 체력이 우려되던 시점인 <3차:NOH>전에 파울아웃을 당하며 <30분:DUR> 뛰는데 그쳤던 것이 '전화위복'이 됐다 ．
1	1	SN	B-NOH
~	~	SO	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
_	_	_	O
풀타임	풀타임	NNG	O
을	을	JKO	O
_	_	_	O
뛰	뛰	VV	O
며	며	EC	O
_	_	_	O
가뜩이나	가뜩이나	MAG	O
_	_	_	O
약한	약하+ㄴ	VA+ETM	O
_	_	_	O
체력	체력	NNG	O
이	이	JKS	O
_	_	_	O
우려되	우려되	VV	O
던	던	ETM	O
_	_	_	O
시점	시점	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에	에	JKB	O
_	_	_	O
파울	파울	NNG	O
아웃	아웃	NNG	O
을	을	JKO	O
_	_	_	O
당하	당하	VV	O
며	며	EC	O
_	_	_	O
30	30	SN	B-DUR
분	분	NNB	I-DUR
_	_	_	O
뛰	뛰	VV	O
는데	는데	EC	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
'	'	SS	O
전화위복	전화위복	NNG	O
'	'	SS	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 118
## 동부는 4쿼터를 75-62, 15점차로 시작해 딕슨의 3점포와 김주성의 덩크가 폭발한 경기종료 4분24초전 88-70으로 앞서며 승부에 쐐기를 박았다 ．
