## 1
## 이동근(광명북) 2(21-19 21-13)0 최영우(진광)
## <이동근:PER>(<광명북:ORG>) <2:NOH>(<21-19:NOH> <21-13:NOH>)<0:NOH> <최영우:PER>(<진광:ORG>)
이동근	이동근	NNP	B-PER
## <동부:ORG> <전창진:PER> 감독이 <캐나다:ORG>팀의 경기 모습을 보고 분석한 바에 따르면 가드진의 기술이 그다지 뛰어나지않아 <12명:NOH>이 풀가동해 앞선에서부터 타이트한 압박수비로 상대공격을 차단하고 <하승진:PER> <김주성:PER> 등이 높이에서 엇비슷한 경기를 펼쳐준다면 <1승:NOH>의 기적을 올릴 수도 있다는 생각이다 .
동부	동부	NNP	B-ORG
_	_	_	O
전창진	전창진	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
팀	팀	NNG	O
의	의	JKG	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
분석한	분석하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
가드	가드	NNG	O
진	진	XSN	O
의	의	JKG	O
_	_	_	O
기술	기술	NNG	O
이	이	JKS	O
_	_	_	O
그다지	그다지	MAG	O
_	_	_	O
뛰어나	뛰어나	VA	O
지	지	EC	O
않	않	VX	O
아	아	EC	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
풀가동해	풀가동하+여	VV+EC	O
_	_	_	O
앞	앞	NNG	O
선	선	NNG	O
에서부터	에서부터	JKB	O
_	_	_	O
타이트한	타이트하+ㄴ	VA+ETM	O
_	_	_	O
압박	압박	NNG	O
수비	수비	NNG	O
로	로	JKB	O
_	_	_	O
상대	상대	NNG	O
공격	공격	NNG	O
을	을	JKO	O
_	_	_	O
차단하	차단하	VV	O
고	고	EC	O
_	_	_	O
하승진	하승진	NNP	B-PER
_	_	_	O
김주성	김주성	NNP	B-PER
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
높이	높이	NNG	O
에서	에서	JKB	O
_	_	_	O
엇비슷한	엇비슷하+ㄴ	VA+ETM	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
펼쳐	펼치+어	VV+EC	O
준다면	주+ㄴ다면	VX+EC	O
_	_	_	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
의	의	JKG	O
_	_	_	O
기적	기적	NNG	O
을	을	JKO	O
_	_	_	O
올릴	올리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 96
## 한국 첫 상대 미국 전력의 실체는 ?
## <한국:ORG> 첫 상대 <미국:ORG> 전력의 실체는 ?
한국	한국	NNP	B-ORG
_	_	_	O
첫	첫	MM	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
전력	전력	NNG	O
의	의	JKG	O
_	_	_	O
실체	실체	NNG	O
는	는	JX	O
_	_	_	O
?	?	SF	O

## 97
## 이 외에도 뉴올리언스 호네츠, 워싱턴 위저즈 등도 포지에 관심을 기울이고 있다 .
## 이 외에도 <뉴올리언스 호네츠:ORG>, <워싱턴 위저즈:ORG> 등도 <포지:PER>에 관심을 기울이고 있다 .
이	이	MM	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
뉴올리언스	뉴올리언스	NNP	B-ORG
_	_	_	I-ORG
호네츠	호네츠	NNP	I-ORG
,	,	SP	O
_	_	_	O
워싱턴	워싱턴	NNP	B-ORG
_	_	_	I-ORG
위저즈	위저즈	NNP	I-ORG
_	_	_	O
등	등	NNB	O
도	도	JX	O
_	_	_	O
포지	포지	NNG	B-PER
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
기울이	기울이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 98
## 이에 피어스, 가넷 등 보스턴 우승멤버들을 포지를 잔류시키기 위해 적극적인 지원에 나서고 있는 것으로 알려졌다 .
## 이에 <피어스:PER>, <가넷:PER> 등 보스턴 우승멤버들을 <포지:PER>를 잔류시키기 위해 적극적인 지원에 나서고 있는 것으로 알려졌다 .
이	이	NP	O
에	에	JKB	O
_	_	_	O
피어스	피어스	NNP	B-PER
,	,	SP	O
_	_	_	O
가넷	가넷	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
보스턴	보스턴	NNP	O
_	_	_	O
우승	우승	NNG	O
멤버	멤버	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
포지	포지	NNG	B-PER
를	를	JKO	O
_	_	_	O
잔류	잔류	NNG	O
시키	시키	XSV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
적극적	적극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
지원	지원	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 99
## FIBA는 국내 프로농구나 NBA와는 달리 수비자 3초룰이 없다 .
## FIBA는 국내 프로농구나 <NBA:ORG>와는 달리 수비자 <3초:NOH>룰이 없다 .
FIBA	FIBA	SL	O
는	는	JX	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
프로	프로	NNG	O
농구	농구	NNG	O
나	나	JC	O
_	_	_	O
NBA	NBA	SL	B-ORG
와	와	JKB	O
는	는	JX	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
수비자	수비자	NNG	O
_	_	_	O
3	3	SN	B-NOH
초	초	NNB	I-NOH
룰	룰	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 100
## 대회 최장신 센터 하승진의 경우 무릎이 안 좋지만 골밑에 그냥 서 있기만 해도 상대에게 위협적인 존재가 되고 수비리바운드를 더 효과적으로 잡을 수 있었지만 자꾸 밖으로 나왔다 .
## 대회 최장신 센터 <하승진:PER>의 경우 무릎이 안 좋지만 골밑에 그냥 서 있기만 해도 상대에게 위협적인 존재가 되고 수비리바운드를 더 효과적으로 잡을 수 있었지만 자꾸 밖으로 나왔다 .
대회	대회	NNG	O
_	_	_	O
최	최	XPN	O
장신	장신	NNG	O
_	_	_	O
센터	센터	NNG	O
_	_	_	O
하승진	하승진	NNP	B-PER
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
무릎	무릎	NNG	O
이	이	JKS	O
_	_	_	O
안	안	MAG	O
_	_	_	O
좋	좋	VA	O
지만	지만	EC	O
_	_	_	O
골	골	NNG	O
밑	밑	NNG	O
에	에	JKB	O
_	_	_	O
그냥	그냥	MAG	O
_	_	_	O
서	서+어	VV+EC	O
_	_	_	O
있	있	VX	O
기	기	ETN	O
만	만	JX	O
_	_	_	O
해도	하+여도	VX+EC	O
_	_	_	O
상대	상대	NNG	O
에게	에게	JKB	O
_	_	_	O
위협적	위협적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
존재	존재	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
수비	수비	NNG	O
리바운드	리바운드	NNG	O
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
효과적	효과적	NNG	O
으로	으로	JKB	O
_	_	_	O
잡	잡	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
자꾸	자꾸	MAG	O
_	_	_	O
밖	밖	NNG	O
으로	으로	JKB	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 101
## 하승진은 비록 몸 상태가 안 좋아 기대했던 만큼의 활약은 못하고 있지만 존재하는 것 자체만으로 대표팀에 큰 힘이 되고 .
## <하승진:PER>은 비록 몸 상태가 안 좋아 기대했던 만큼의 활약은 못하고 있지만 존재하는 것 자체만으로 대표팀에 큰 힘이 되고 .
하승진	하승진	NNP	B-PER
은	은	JX	O
_	_	_	O
비록	비록	MAG	O
_	_	_	O
몸	몸	NNG	O
_	_	_	O
상태	상태	NNG	O
가	가	JKS	O
_	_	_	O
안	안	MAG	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
_	_	_	O
기대	기대하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
만큼	만큼	NNB	O
의	의	JKG	O
_	_	_	O
활약	활약	NNG	O
은	은	JX	O
_	_	_	O
못하	못하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
존재하	존재하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
자체	자체	NNG	O
만	만	JX	O
으로	으로	JKB	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
힘	힘	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
.	.	SF	O

## 102
## 캐나다를 이기면 한국은 예선리그 전적 1승1패로 8강 결승토너먼트에 진출한다 .
## <캐나다:ORG>를 이기면 <한국:ORG>은 예선리그 전적 <1승:NOH><1패:NOH>로 <8강:NOH> 결승토너먼트에 진출한다 .
캐나다	캐나다	NNP	B-ORG
를	를	JKO	O
_	_	_	O
이기	이기	VV	O
면	면	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
예선	예선	NNG	O
리그	리그	NNG	O
_	_	_	O
전적	전적	NNG	O
_	_	_	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
8	8	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
결승	결승	NNG	O
토너먼트	토너먼트	NNG	O
에	에	JKB	O
_	_	_	O
진출한다	진출하+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 103
## 지난 2004-05시즌부터 4년 연속 '디펜시브 팀(ALL-Defensive Team)'에 선정됐고 06-07시즌에는 생애 처음으로 '올해의 수비수'를 차지하기도 했다 .
## 지난 <2004-05:DUR>시즌부터 <4년:DUR> 연속 '디펜시브 팀(ALL-Defensive Team)'에 선정됐고 <06-07:DUR>시즌에는 생애 처음으로 '올해의 수비수'를 차지하기도 했다 .
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2004	2004	SN	B-DUR
-	-	SO	I-DUR
05	05	SN	I-DUR
시즌	시즌	NNG	O
부터	부터	JX	O
_	_	_	O
4	4	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
연속	연속	NNG	O
_	_	_	O
'	'	SS	O
디펜시브	디펜시브	NNG	O
_	_	_	O
팀	팀	NNG	O
(	(	SS	O
ALL	ALL	SL	O
-	-	SO	O
Defensive	Defensive	SL	O
_	_	_	O
Team	Team	SL	O
)	)	SS	O
'	'	SS	O
에	에	JKB	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
고	고	EC	O
_	_	_	O
06	06	SN	B-DUR
-	-	SO	I-DUR
07	07	SN	I-DUR
시즌	시즌	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
생애	생애	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
'	'	SS	O
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
수비수	수비수	NNG	O
'	'	SS	O
를	를	JKO	O
_	_	_	O
차지하	차지하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 104
## 반면, 덴버는 재정적인 여유를 확보하기 위해 이렇다 할 대가없이 캠비를 내주는 트레이드에 합의했다 .
## 반면, <덴버:PER>는 재정적인 여유를 확보하기 위해 이렇다 할 대가없이 <캠비:PER>를 내주는 트레이드에 합의했다 .
반면	반면	NNG	O
,	,	SP	O
_	_	_	O
덴버	덴버	NNP	B-PER
는	는	JX	O
_	_	_	O
재정적	재정적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
여유	여유	NNG	O
를	를	JKO	O
_	_	_	O
확보하	확보하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
이렇	이렇	VA	O
다	다	EC	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
대가	대가	NNG	O
없이	없이	MAG	O
_	_	_	O
캠비	캠비	NNP	B-PER
를	를	JKO	O
_	_	_	O
내주	내주	VV	O
는	는	ETM	O
_	_	_	O
트레이드	트레이드	NNG	O
에	에	JKB	O
_	_	_	O
합의	합의하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 105
## ▶ '최악의 여름' LA 클리퍼스, 파워포워드 어디 없나요
## ▶ '최악의 여름' <LA 클리퍼스:ORG>, 파워포워드 어디 없나요
▶	▶	SW	O
_	_	_	O
'	'	SS	O
최악	최악	NNG	O
의	의	JKG	O
_	_	_	O
여름	여름	NNG	O
'	'	SS	O
_	_	_	O
LA	LA	SL	B-ORG
_	_	_	I-ORG
클리퍼스	클리퍼스	NNP	I-ORG
,	,	SP	O
_	_	_	O
파워	파워	NNG	O
포워드	포워드	NNG	O
_	_	_	O
어디	어디	NP	O
_	_	_	O
없	없	VA	O
나	나	EC	O
요	요	JX	O

## 106
## 하지만 미국프로농구(NBA)에서는 가능한 일이다 .
## 하지만 <미국프로농구:ORG>(<NBA:ORG>)에서는 가능한 일이다 .
하지만	하지만	MAJ	O
_	_	_	O
미국	미국	NNP	B-ORG
프로	프로	NNG	I-ORG
농구	농구	NNG	I-ORG
(	(	SS	O
NBA	NBA	SL	B-ORG
)	)	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
일	일	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 107
## NBA 연봉제도의 특징 - 소프트캡과 사치세 NBA와 KBL은 샐러리캡(구단연봉상한선) 제도에서 큰 차이가 있다 .
## <NBA:ORG> 연봉제도의 특징 - 소프트캡과 사치세 <NBA:ORG>와 <KBL:ORG>은 샐러리캡(구단연봉상한선) 제도에서 큰 차이가 있다 .
NBA	NBA	SL	B-ORG
_	_	_	O
연봉	연봉	NNG	O
제도	제도	NNG	O
의	의	JKG	O
_	_	_	O
특징	특징	NNG	O
_	_	_	O
-	-	SO	O
_	_	_	O
소프트	소프트	NNG	O
캡	캡	NNG	O
과	과	JC	O
_	_	_	O
사치세	사치세	NNG	O
_	_	_	O
NBA	NBA	SL	B-ORG
와	와	JC	O
_	_	_	O
KBL	KBL	SL	B-ORG
은	은	JX	O
_	_	_	O
샐러리	샐러리	NNG	O
캡	캡	NNG	O
(	(	SS	O
구단	구단	NNG	O
연봉	연봉	NNG	O
상한선	상한선	NNG	O
)	)	SS	O
_	_	_	O
제도	제도	NNG	O
에서	에서	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 108
## 이를 래리 버드 예외조항(Larry Bird Exception)이라 부른다 .
## 이를 <래리 버드 예외조항(Larry Bird Exception):POH>이라 부른다 .
이	이	NP	O
를	를	JKO	O
_	_	_	O
래리	래리	NNP	B-POH
_	_	_	I-POH
버드	버드	NNP	I-POH
_	_	_	I-POH
예외	예외	NNG	I-POH
조항	조항	NNG	I-POH
(	(	SS	I-POH
Larry	Larry	SL	I-POH
_	_	_	I-POH
Bird	Bird	SL	I-POH
_	_	_	I-POH
Exception	Exception	SL	I-POH
)	)	SS	I-POH
이	이	VCP	O
라	라	EC	O
_	_	_	O
부른다	부르+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 109
## 이로써 한국은 슬로베니아전에 이어 C조예선을 2연패로 마쳐 8강 결선 토너먼트 진출에 실패했다 .
## 이로써 <한국:ORG>은 <슬로베니아전:POH>에 이어 <C조:ORG>예선을 <2연패:NOH>로 마쳐 <8강:NOH> 결선 토너먼트 진출에 실패했다 .
이	이	NP	O
로써	로써	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
슬로베니아	슬로베니아	NNP	B-POH
전	전	XSN	I-POH
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
C	C	SL	B-ORG
조	조	NNB	I-ORG
예선	예선	NNG	O
을	을	JKO	O
_	_	_	O
2	2	SN	B-NOH
연패	연패	NNG	I-NOH
로	로	JKB	O
_	_	_	O
마쳐	마치+어	VV+EC	O
_	_	_	O
8	8	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
결선	결선	NNG	O
_	_	_	O
토너먼트	토너먼트	NNG	O
_	_	_	O
진출	진출	NNG	O
에	에	JKB	O
_	_	_	O
실패	실패하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 110
## 하지만 한국은 윤호영(동부)의 3점슛과 정영삼(전자랜드)의 돌파로 종료 4분여전 두자릿수 점수차를 회복해 승리 가능성을 높이는 듯 했다 .
## 하지만 <한국:ORG>은 <윤호영:PER>(<동부:ORG>)의 <3점:NOH>슛과 <정영삼:PER>(<전자랜드:ORG>)의 돌파로 종료 <4분:DUR>여전 두자릿수 점수차를 회복해 승리 가능성을 높이는 듯 했다 .
하지만	하지만	MAJ	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
윤호영	윤호영	NNP	B-PER
(	(	SS	O
동부	동부	NNG	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
3	3	SN	B-NOH
점	점	NNB	I-NOH
슛	슛	NNG	O
과	과	JC	O
_	_	_	O
정영삼	정영삼	NNP	B-PER
(	(	SS	O
전자랜드	전자랜드	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
돌파	돌파	NNG	O
로	로	JKB	O
_	_	_	O
종료	종료	NNG	O
_	_	_	O
4	4	SN	B-DUR
분여	분여	NNG	O
전	전	NNG	O
_	_	_	O
두	두	MM	O
자릿수	자릿수	NNG	O
_	_	_	O
점수	점수	NNG	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
회복해	회복하+여	VV+EC	O
_	_	_	O
승리	승리	NNG	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
는	는	ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
했	+였	+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 111
## 윤호영과 김주성은 각각 10점씩 보탰다 .
## <윤호영:PER>과 <김주성:PER>은 각각 <10점:NOH>씩 보탰다 .
윤호영	윤호영	NNP	B-PER
과	과	JC	O
_	_	_	O
김주성	김주성	NNP	B-PER
은	은	JX	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
10	10	SN	B-NOH
점	점	NNB	I-NOH
씩	씩	XSN	O
_	_	_	O
보탰	보태+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 112
## 하승진이 없었지만 김주성을 축으로 김민수와 오세근이 골밑싸움을 펼치며 캐나다와 대등하게 맞섰고, 가드와 포워드들은 빠른 몸놀림과 정확한 슈팅력으로 캐나다를 압도했다 .
## <하승진:PER>이 없었지만 <김주성:PER>을 축으로 <김민수:PER>와 <오세근:PER>이 골밑싸움을 펼치며 <캐나다:ORG>와 대등하게 맞섰고, 가드와 포워드들은 빠른 몸놀림과 정확한 슈팅력으로 <캐나다:ORG>를 압도했다 .
하승진	하승진	NNP	B-PER
이	이	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
김주성	김주성	NNP	B-PER
을	을	JKO	O
_	_	_	O
축	축	NNG	O
으로	으로	JKB	O
_	_	_	O
김민수	김민수	NNP	B-PER
와	와	JC	O
_	_	_	O
오세근	오세근	NNP	B-PER
이	이	JKS	O
_	_	_	O
골	골	NNG	O
밑	밑	NNG	O
싸움	싸움	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
며	며	EC	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
와	와	JKB	O
_	_	_	O
대등하	대등하	VA	O
게	게	EC	O
_	_	_	O
맞섰	맞서+었	VV+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
가드	가드	NNG	O
와	와	JC	O
_	_	_	O
포워드	포워드	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
몸놀림	몸놀림	NNG	O
과	과	JC	O
_	_	_	O
정확한	정확하+ㄴ	VA+ETM	O
_	_	_	O
슈팅	슈팅	NNG	O
력	력	XSN	O
으로	으로	JKB	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
를	를	JKO	O
_	_	_	O
압도	압도하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 113
## 사실 이번 대회를 앞두고 언론이나 농구팬들은 한국이 참패할 것으로 내다봤다 .
## 사실 이번 대회를 앞두고 언론이나 농구팬들은 <한국:ORG>이 참패할 것으로 내다봤다 .
사실	사실	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
언론	언론	NNG	O
이나	이나	JC	O
_	_	_	O
농구	농구	NNG	O
팬	팬	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
참패할	참패하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
내다	내다보	VV	O
봤	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 114
## 한국 남자농구대표팀이 잘 싸웠지만 높이와 체력의 열세를 극복하지 못하고 18년만에 만난 캐나다에 2점차로 아쉬운 역전패를 당하고 말았다 ．
## <한국 남자농구대표팀:ORG>이 잘 싸웠지만 높이와 체력의 열세를 극복하지 못하고 <18년만:DUR>에 만난 <캐나다:ORG>에 <2점:NOH>차로 아쉬운 역전패를 당하고 말았다 ．
한국	한국	NNP	B-ORG
_	_	_	I-ORG
남자	남자	NNG	I-ORG
농구	농구	NNG	I-ORG
대표	대표	NNG	I-ORG
팀	팀	NNG	I-ORG
이	이	JKS	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
싸	싸우	VV	O
웠	었	EP	O
지만	지만	EC	O
_	_	_	O
높이	높이	NNG	O
와	와	JC	O
_	_	_	O
체력	체력	NNG	O
의	의	JKG	O
_	_	_	O
열세	열세	NNG	O
를	를	JKO	O
_	_	_	O
극복하	극복하	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
고	고	EC	O
_	_	_	O
18	18	SN	B-DUR
년	년	NNB	I-DUR
만	만	NNB	I-DUR
에	에	JKB	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
점	점	NNB	I-NOH
차	차	NNG	O
로	로	JKB	O
_	_	_	O
아쉬	아쉽	VA	O
운	ㄴ	ETM	O
_	_	_	O
역전패	역전패	NNG	O
를	를	JKO	O
_	_	_	O
당하	당하	VV	O
고	고	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 115
## 그러나 김주성(10점 3리바운드)의 골밑돌파에 이은 슛이 상대 파울성 플레이에 막혔다 ．
## 그러나 <김주성:PER>(<10점:NOH> <3리바운드:NOH>)의 골밑돌파에 이은 슛이 상대 파울성 플레이에 막혔다 ．
그러나	그러나	MAJ	O
_	_	_	O
김주성	김주성	NNP	B-PER
(	(	SS	O
10	10	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
3	3	SN	B-NOH
리바운드	리바운드	NNG	I-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
골	골	NNG	O
밑	밑	NNG	O
돌파	돌파	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
은	은	ETM	O
_	_	_	O
슛	슛	NNG	O
이	이	JKS	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
파울	파울	NNG	O
성	성	XSN	O
_	_	_	O
플레이	플레이	NNG	O
에	에	JKB	O
_	_	_	O
막	막히	VV	O
혔	었	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 116
## 한국의 출발은 좋았다 ．
## <한국:ORG>의 출발은 좋았다 ．
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
출발	출발	NNG	O
은	은	JX	O
_	_	_	O
좋	좋	VA	O
았	았	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 117
## 설상가상으로 3쿼터 1분여를 남겨놓고 포스트를 잘 지켜주던 김민수가 파울트러블에 걸렸고 4쿼터 2분여경 5반칙 퇴장을 당하고 말았다 ．
## 설상가상으로 <3쿼터:NOH> <1분:DUR>여를 남겨놓고 포스트를 잘 지켜주던 <김민수:PER>가 파울트러블에 걸렸고 <4쿼터:NOH> <2분:NOH>여경 <5반칙:NOH> 퇴장을 당하고 말았다 ．
설상가상	설상가상	NNG	O
으로	으로	JKB	O
_	_	_	O
3	3	SN	B-NOH
쿼터	쿼터	NNB	I-NOH
_	_	_	O
1	1	SN	B-DUR
분	분	NNB	I-DUR
여	여	XSN	O
를	를	JKO	O
_	_	_	O
남겨	남기+어	VV+EC	O
놓	놓	VX	O
고	고	EC	O
_	_	_	O
포스트	포스트	NNG	O
를	를	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
지켜	지키+어	VV+EC	O
주	주	VX	O
던	던	ETM	O
_	_	_	O
김민수	김민수	NNP	B-PER
가	가	JKS	O
_	_	_	O
파울	파울	NNG	O
트러블	트러블	NNG	O
에	에	JKB	O
_	_	_	O
걸	걸리	VV	O
렸	었	EP	O
고	고	EC	O
_	_	_	O
4	4	SN	B-NOH
쿼터	쿼터	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
분	분	XSN	I-NOH
여경	여경	NNG	O
_	_	_	O
5	5	SN	B-NOH
반칙	반칙	NNG	I-NOH
_	_	_	O
퇴장	퇴장	NNG	O
을	을	JKO	O
_	_	_	O
당하	당하	VV	O
고	고	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 118
## 또 도장애인배구협회에 대한 가맹단체 승인에 대해 인준했다 .
## 또 <도장애인배구협회:ORG>에 대한 가맹단체 승인에 대해 인준했다 .
또	또	MAG	O
_	_	_	O
도	도	NNG	B-ORG
장애인	장애인	NNG	I-ORG
배구	배구	NNG	I-ORG
협회	협회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
가맹단체	가맹단체	NNG	O
_	_	_	O
승인	승인	NNG	O
에	에	JKB	O
_	_	_	O
