## 1
## 그해 공동 수상자는 자유주의 경제학자인 프리드리히 하이에크(1899~1992)와 국가의 역할을 강조하는 스톡홀름학파의 대부 군나르 뮈르달(1898~1987)이었다.
## 그해 공동 수상자는 자유주의 경제학자인 <프리드리히 하이에크:PER>(<1899~1992:DUR>)와 국가의 역할을 강조하는 스톡홀름학파의 대부 <군나르 뮈르달:PER>(<1898~1987:DUR>)이었다.
그해	그해	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
_	_	_	O
지어내	지어내	VV	O
지	지	EC	O
_	_	_	O
마	말	VX	O
세요	세요	EF	O
"	"	SS	O
라고	라고	JKQ	O
_	_	_	O
글	글	NNG	O
을	을	JKO	O
_	_	_	O
남	남기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

